user_id,article_id,rating,timestamp,days_since_last_rating,location,user_preference_Boring presentation,user_preference_Graphics,user_preference_Readability,user_preference_Consistency,user_preference_Images,user_preference_Bullets,user_preference_Text size,user_preference_Text heavy,user_preference_Tables,user_preference_Agenda,user_preference_Infographics,user_preference_Positioning,user_preference_Presentation length,user_preference_General tips,user_preference_Presentation skills,user_preference_Powerpoint knowledge,user_preference_tips and tricks,user_preference_Explanation of the problem,user_type_business,user_type_teacher,user_type_student,user_type_researcher,user_type_manager,user_type_technical,user_type_specialist,presentation_type_formal_x,presentation_type_creative_x,presentation_type_students_x,presentation_type_technical_x,presentation_type_branding_x,Boring presentation,Graphics,Readability,Consistency,Images,Bullets,Text size,Text heavy,Tables,Agenda,Infographics,Positioning,Presentation length,General tips,Presentation skills,Powerpoint knowledge,tips and tricks,Explanation of the problem,location_restrictions,Main issue,popularity,submission_date,days_since_first_submission,presentation_type_formal_y,presentation_type_creative_y,presentation_type_students_y,presentation_type_technical_y,presentation_type_branding_y,audience_type_academic,audience_type_business,audience_type_kids,audience_type_general,audience_type_creative,audience_type_specialized
28,54,4.0,2014-09-26 02:00:00+00:00,3221.0833,New York,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,Europe,Consistency,4.43,2024-08-03 01:00:00+00:00,6820.0415,0,0,0,0,0,0,0,0,0,0,0
29,54,2.0,2009-06-25 11:00:00+00:00,1302.4584,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,Europe,Consistency,4.43,2024-08-03 01:00:00+00:00,6820.0415,0,0,0,0,0,0,0,0,0,0,0
30,54,3.5,2006-05-29 19:00:00+00:00,179.79167,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,Europe,Consistency,4.43,2024-08-03 01:00:00+00:00,6820.0415,0,0,0,0,0,0,0,0,0,0,0
1,55,4.5,2010-08-11 01:00:00+00:00,1714.0416,Illinois,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
2,55,4.5,2008-10-25 21:00:00+00:00,1059.875,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
3,55,3.5,2020-06-21 11:00:00+00:00,5316.4585,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
4,55,5.0,2008-03-17 02:00:00+00:00,837.0833,New York,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
5,55,2.0,2023-11-25 09:00:00+00:00,6568.375,Florida,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
6,55,3.0,2014-12-29 02:00:00+00:00,3315.0833,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
7,55,3.0,2021-10-27 16:00:00+00:00,5809.6665,Illinois,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
8,55,3.0,2023-08-27 08:00:00+00:00,6478.3335,California,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
9,55,3.0,2022-03-08 03:00:00+00:00,5941.125,Texas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
10,55,2.0,2011-09-13 14:00:00+00:00,2112.5833,Illinois,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
11,55,4.5,2023-06-01 05:00:00+00:00,6391.2085,Illinois,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
12,55,3.5,2020-07-02 13:00:00+00:00,5327.5415,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
13,55,2.5,2010-09-03 19:00:00+00:00,1737.7916,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
14,55,4.0,2008-06-28 05:00:00+00:00,940.2083,Florida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
15,55,2.0,2023-06-20 17:00:00+00:00,6410.7085,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
16,55,3.0,2021-12-23 16:00:00+00:00,5866.6665,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
17,55,2.5,2016-01-24 00:00:00+00:00,3706.0,Illinois,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
18,55,2.0,2017-11-26 04:00:00+00:00,4378.1665,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
19,55,3.0,2014-04-11 02:00:00+00:00,3053.0833,New York,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
20,55,2.0,2016-12-16 10:00:00+00:00,4033.4167,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
21,55,4.5,2016-01-10 02:00:00+00:00,3692.0833,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
22,55,2.5,2020-09-05 02:00:00+00:00,5392.0835,Texas,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
23,55,5.0,2023-04-11 12:00:00+00:00,6340.5,New York,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
24,55,2.0,2023-11-11 10:00:00+00:00,6554.4165,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
25,55,2.0,2012-04-17 01:00:00+00:00,2329.0417,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
26,55,2.0,2013-03-16 06:00:00+00:00,2662.25,New York,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
27,55,2.0,2012-09-24 05:00:00+00:00,2489.2083,Illinois,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
28,55,4.0,2016-10-02 04:00:00+00:00,3958.1667,New York,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
29,55,3.0,2019-06-12 03:00:00+00:00,4941.125,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
30,55,3.0,2023-12-18 23:00:00+00:00,6591.9585,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,North America,Data visualization,3.84,2015-02-27 08:00:00+00:00,3375.3333,0,0,0,0,0,0,0,0,0,0,0
1,56,3.5,2013-06-19 03:00:00+00:00,2757.125,Illinois,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
2,56,2.0,2005-12-15 04:00:00+00:00,14.166667,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
3,56,2.0,2007-04-11 02:00:00+00:00,496.08334,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
4,56,3.0,2014-07-16 03:00:00+00:00,3149.125,New York,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
5,56,2.0,2008-03-18 08:00:00+00:00,838.3333,Florida,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
6,56,3.0,2009-02-28 21:00:00+00:00,1185.875,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
7,56,3.5,2021-01-12 17:00:00+00:00,5521.7085,Illinois,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
8,56,3.0,2008-08-25 21:00:00+00:00,998.875,California,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
9,56,2.0,2020-01-23 15:00:00+00:00,5166.625,Texas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
10,56,3.5,2013-06-16 07:00:00+00:00,2754.2917,Illinois,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
11,56,3.5,2009-08-27 05:00:00+00:00,1365.2084,Illinois,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
12,56,2.0,2012-11-12 10:00:00+00:00,2538.4167,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
13,56,4.0,2023-01-16 17:00:00+00:00,6255.7085,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
14,56,2.5,2012-02-28 21:00:00+00:00,2280.875,Florida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
15,56,2.0,2016-09-15 04:00:00+00:00,3941.1667,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
16,56,2.0,2013-10-24 03:00:00+00:00,2884.125,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
17,56,2.5,2009-03-09 21:00:00+00:00,1194.875,Illinois,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
18,56,2.0,2016-05-24 11:00:00+00:00,3827.4583,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
19,56,3.0,2023-06-09 10:00:00+00:00,6399.4165,New York,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
20,56,2.0,2020-11-17 19:00:00+00:00,5465.7915,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
21,56,3.0,2024-04-14 01:00:00+00:00,6709.0415,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
22,56,3.0,2014-07-17 17:00:00+00:00,3150.7083,Texas,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
23,56,5.0,2024-07-10 10:00:00+00:00,6796.4165,New York,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
24,56,2.0,2018-08-05 13:00:00+00:00,4630.5415,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
25,56,2.0,2020-06-26 11:00:00+00:00,5321.4585,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
26,56,3.5,2008-01-21 13:00:00+00:00,781.5417,New York,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
27,56,3.5,2023-08-19 23:00:00+00:00,6470.9585,Illinois,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
28,56,4.0,2011-01-04 23:00:00+00:00,1860.9584,New York,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
29,56,2.0,2007-10-14 22:00:00+00:00,682.9167,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
30,56,3.5,2014-03-08 02:00:00+00:00,3019.0833,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,Asia,Text heavy,2.08,2015-01-19 02:00:00+00:00,3336.0833,0,0,0,0,0,0,0,0,0,0,0
1,57,3.5,2014-09-07 03:00:00+00:00,3202.125,Illinois,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
2,57,2.0,2021-05-15 09:00:00+00:00,5644.375,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
3,57,2.0,2016-11-21 03:00:00+00:00,4008.125,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
4,57,3.0,2006-11-01 13:00:00+00:00,335.54166,New York,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
5,57,3.5,2006-03-15 18:00:00+00:00,104.75,Florida,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
6,57,4.5,2007-05-02 14:00:00+00:00,517.5833,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
7,57,2.0,2021-05-22 12:00:00+00:00,5651.5,Illinois,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
8,57,3.0,2023-11-14 18:00:00+00:00,6557.75,California,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,Europe,Presentation length,2.9,2014-01-13 20:00:00+00:00,2965.8333,0,0,0,0,0,0,0,0,0,0,0
